,Mean2,Std1,Mean1,Std2,Median1,Std3,Kurtosis1,Kurtosis4
0,0.9362244897959183,0.2090961091124391,0.6628310898827616,0.24466487463894768,0.7234042553191489,0.08725775112429784,-0.330334290584291,-0.32271398236982574
0,0.0,0.28402592986416986,0.672224987555998,0.0,0.8048780487804879,0.0,-0.5028785868197403,-0.33787380503980247
0,0.0,0.2897868453674139,0.7001617720258836,0.0,0.8292682926829269,0.05050762722761054,-0.40966808379174013,-0.14710537098069976
0,0.0,0.301958516626188,0.7105229591836734,0.0,0.8500000000000001,0.0,-0.393072582128704,-0.13147086242082429
0,0.0,0.32826024384649116,0.6906370656370656,0.0,0.8378378378378379,0.0,-0.40685837218272614,-0.12219534026143464
0,0.0,0.3128659784572962,0.7338227974116477,0.0,0.878048780487805,0.0,-0.35262996807707125,-0.015395125279402233
0,0.28016206482593037,0.17696175542406667,0.11583922845946357,0.29591651224944554,0.08478802992518703,0.48301876380929715,10.17780654843544,10.456442864487698
0,0.13392857142857142,0.3278785272828667,0.7287019458946369,0.25895101196648274,0.9069767441860466,0.0,-0.3411333311447997,-0.19223767903302136
0,0.0,0.3319501633383742,0.7317370129870131,0.0,0.9090909090909092,0.05050762722761055,-0.3105065205767037,-0.17632567693043022
0,0.0,0.32574448573256254,0.7434867564046895,0.0,0.9148936170212765,0.05050762722761055,-0.2583513364876868,-0.15136786057888107
0,0.0,0.32898345912369636,0.7497917534360682,0.0,0.9183673469387754,0.05050762722761054,-0.2060551589531654,-0.15832113936205205
0,0.0,0.34398741581814346,0.7251530612244897,0.0,0.9,0.0,-0.23495666588534103,-0.19822001106113696
0,0.0,0.33524718838914597,0.7140931844435887,0.0,0.8867924528301887,0.07133717206748923,-0.2859419180996623,-0.250325031701093
0,0.0,0.35275187338980885,0.7143357342937176,0.0,0.9019607843137255,0.05050762722761054,-0.30431102361903317,-0.2912682333519525
0,0.0,0.3458503732360412,0.712685074029612,0.0,0.9019607843137255,0.0,-0.28588740480833685,-0.3109741783154467
0,0.0,0.3415200584198445,0.7185374149659866,0.0,0.9019607843137255,0.05050762722761054,-0.2994490689310294,-0.3084491252026713
0,0.0,0.33854165775603456,0.704966680549771,0.0,0.8775510204081632,0.05050762722761055,-0.29588807797367433,-0.27575385390178075
0,0.0,0.31729488681775025,0.7127040816326531,0.0,0.8600000000000001,0.05050762722761054,-0.31173739472034123,-0.2993519536716489
0,0.0,0.32066054195705895,0.6995110544217686,0.0,0.8541666666666666,0.0,-0.3430365728710312,-0.3249256811301313
0,0.0,0.29302534461513696,0.7145858343337337,0.0,0.8431372549019608,0.05050762722761054,-0.3612960946498398,-0.36522886503768115
0,0.0,0.30781131603355394,0.6944090136054423,0.0,0.8333333333333333,0.07133717206748923,-0.40297850065787966,-0.39659962712214636
0,0.0,0.3094605628243301,0.6982197134172817,0.0,0.8297872340425532,0.0,-0.41216952433518506,-0.3679555456776078
0,0.0,0.3248398159644048,0.6539308905380334,0.0,0.7727272727272727,0.05050762722761054,-0.48374018403848495,-0.37209217451804344
0,0.0,0.3411109121627335,0.6445370831259334,0.0,0.7560975609756098,0.05050762722761054,-0.5051084611490837,-0.4244408425766113
0,0.0,0.3212878462408321,0.6581039392501186,0.0,0.7441860465116279,0.0,-0.5209633299231844,-0.39964501213995485
0,0.0,0.2940291983071537,0.677628660159716,0.0,0.7391304347826086,0.05050762722761054,-0.5402898389637056,-0.4315842181757672
0,0.0,0.3008197076754937,0.654188419553868,0.0,0.7209302325581395,0.0,-0.5478440868230727,-0.46009811321967753
0,0.0,0.2786881926301139,0.6924603174603174,0.0,0.7555555555555555,0.07133717206748923,-0.509536996984338,-0.40162628697195
0,0.0,0.2585283957537598,0.7013642413487133,0.0,0.7608695652173912,0.05050762722761054,-0.5044792354813383,-0.4349091199290087
0,0.0,0.2469092667286098,0.697732426303855,0.0,0.7333333333333334,0.0,-0.5129659128446038,-0.5133025838297587
0,0.0,0.2286737926406153,0.729869121561668,0.0,0.7826086956521738,0.05050762722761054,-0.47747782397330374,-0.39893587055214264
0,0.0,0.21558446466024686,0.7194963091619627,0.0,0.7659574468085106,0.05050762722761055,-0.4515222600275659,-0.4961907953443818
0,0.0,0.2257706926747938,0.7234461966604823,0.0,0.7954545454545454,0.05050762722761054,-0.4797568572509654,-0.45276517722048704
0,0.0,0.2275709663499688,0.7273809523809525,0.0,0.8222222222222222,0.05050762722761054,-0.4486893575765909,-0.41713894583136435
0,0.0,0.23648818410914074,0.7200255102040817,0.0,0.8181818181818181,0.0,-0.48059988052578717,-0.4351207473099472
0,0.0,0.26023008739483394,0.7233698357391739,0.0,0.853658536585366,0.0,-0.5396802005532653,-0.32300127191478367
0,0.0,0.27050414437802256,0.724311817750356,0.0,0.8837209302325582,0.05050762722761054,-0.4979502585420046,-0.3775119478718447
0,0.0,0.29553420630250793,0.7106413994169097,0.0,0.8809523809523809,0.05050762722761054,-0.48202289096677653,-0.26083144298999983
0,0.2712585034013605,0.1736717332906326,0.13782499301090298,0.28574427439744615,0.1095890410958904,0.49640487624094554,9.494019307033497,9.825322005179745
0,0.10459183673469388,0.3246013664643817,0.7166628014842301,0.3064178594467401,0.8863636363636365,0.0,-0.4660479053094142,-0.3112511333415533
0,0.0,0.3211755164557481,0.6902494331065762,0.0,0.8666666666666667,0.05050762722761054,-0.507668366337676,-0.38423383675828804
0,0.0,0.31554745619293045,0.6909937888198758,0.0,0.8695652173913042,0.0,-0.5331660395343398,-0.4389757708735931
0,0.0,0.3190998708873864,0.6684253246753248,0.0,0.8409090909090909,0.05050762722761055,-0.5237765900963405,-0.5044101910581245
0,0.0,0.3063519902323452,0.6674976808905381,0.0,0.8409090909090909,0.0,-0.5597534968447064,-0.4885943119656262
0,0.0,0.3032162346680254,0.6461977648202137,0.0,0.8095238095238094,0.0,-0.565520041056863,-0.45511731556170787
0,0.0,0.2959375031777781,0.6447066326530613,0.0,0.8,0.0,-0.5717800478829762,-0.4426627442543407
0,0.0,0.2992163156983803,0.6358246001103145,0.0,0.8108108108108109,0.0,-0.6160507563820619,-0.38566996660058983
0,0.0,0.29620123151484723,0.5893565759637189,0.0,0.75,0.07133717206748923,-0.6426085200692002,-0.41587353021766127
0,0.0,0.26430866999575575,0.6284667713239142,0.0,0.7692307692307692,0.05050762722761054,-0.5970886706206704,-0.48183322567317033
0,0.0,0.27437343608811465,0.5450220628792058,0.0,0.6756756756756757,0.05050762722761054,-0.6122864161694963,-0.38599170335314215
0,0.0,0.2579924462107181,0.5928571428571429,0.0,0.7000000000000001,0.05050762722761054,-0.5790593763990861,-0.32988644938879697
0,0.0,0.25501480824286105,0.5845025510204082,0.0,0.675,0.05050762722761055,-0.5629088721733053,-0.293642716080333
0,0.0,0.2350880925773554,0.5918367346938775,0.0,0.6818181818181819,0.07133717206748923,-0.5113080964539112,-0.2169003965883194
0,0.0,0.2460187604642447,0.5970602526724975,0.0,0.6904761904761905,0.07133717206748923,-0.4818995227248606,-0.2992010681710684
0,0.0,0.24970108685321551,0.5437406669985066,0.0,0.6585365853658537,0.05050762722761054,-0.4581789267012786,-0.22589482704314578
0,0.2307692307692308,0.17263301326419736,0.12272119213539075,0.3277913156220812,0.09146341463414635,0.48213209533750806,9.250853145841827,9.29773792209307
0,0.3067602040816326,0.21434711976856852,0.1476295574409539,0.29648364596597554,0.08146067415730338,0.46844585987850096,3.7449942377032457,3.7098240271269693
0,0.11862244897959184,0.2459200458044056,0.5418367346938776,0.23576645496133616,0.65,0.0,-0.4062521190099666,0.022084019007580835
0,0.0,0.2338635327008452,0.565354713313897,0.0,0.6666666666666666,0.05050762722761054,-0.46893710386105525,0.29368417713975825
0,0.0,0.2398444141889526,0.5606505102040817,0.0,0.65,0.0,-0.5241241431871839,0.17731618784016367
0,0.22412536443148687,0.1445620371988179,0.5085876331664742,0.3415846590637186,0.470125786163522,0.45695977745366345,4.586671420042752,4.5634128515211705
0,0.3250728862973761,0.22568639458050066,0.16032182103610673,0.30427478350285714,0.08205128205128205,0.43404046697041443,3.8486219451391914,3.8895663369972144
0,0.35671768707482987,0.20089250560145488,0.1626898234041091,0.3193222392413204,0.10774410774410774,0.45412751153588765,6.212633281537769,6.359194606837217
0,0.2698979591836735,0.21468527940707205,0.17100980177017044,0.2739848157208923,0.11827956989247312,0.4558056688916487,7.989395487362703,8.179837544807782
0,0.2531887755102041,0.16563309275346116,0.13607432939731073,0.2787346200730274,0.10367892976588627,0.46867961274711706,13.581766931426408,14.114696009373603
0,0.0,0.2865828212065347,0.6174049165120593,0.0,0.6590909090909092,0.05050762722761054,-0.7382763678281687,-0.5043250945112931
0,0.2250566893424036,0.13458877043647569,0.1259966352132251,0.26993736960717607,0.10752688172043011,0.48620586545450933,17.98887651121551,19.19647413992226
0,0.17346938775510204,0.11769637302983423,0.5047933186013259,0.22425826379749228,0.524416135881104,0.4713536548792815,8.727785240332567,9.046173442511
0,0.3447802197802198,0.15208191407539973,0.14624271982574932,0.29554711720497845,0.12064965197215777,0.40923955979764276,14.422072937326092,14.734408277860794
0,0.23239795918367348,0.15211271134995266,0.1394587555301841,0.27937885944680724,0.12937062937062938,0.4694783753426996,17.559386083416705,18.50215648176348
0,0.23068513119533524,0.17242842066749076,0.13296924403564245,0.29921816312373584,0.10704225352112677,0.4598714633015728,10.565840772698888,10.788544936594665
0,0.15880102040816327,0.3156745282435563,0.6653350019252986,0.2454295075379316,0.7735849056603774,0.14996476437760517,-0.5142277045964851,-0.5737073876914316
0,0.0,0.32629574835146696,0.6473979591836735,0.0,0.78,0.05050762722761054,-0.5177346596932297,-0.5721353923564254
0,0.0,0.317539304457345,0.6718877551020409,0.0,0.8,0.0,-0.4838945157538772,-0.5300051591659241
0,0.0,0.32323852322215413,0.6639030612244898,0.0,0.8124999999999999,0.0,-0.4989879807190709,-0.5023596267407018
0,0.0,0.3255476156767122,0.6884856215213357,0.0,0.8409090909090908,0.05050762722761055,-0.49814763714385446,-0.45654033008063744
0,0.0,0.32859113499048,0.686936402467964,0.0,0.8604651162790697,0.0,-0.5057951406357892,-0.457840828613727
0,0.0,0.3322639405181733,0.6723494275759084,0.0,0.8536585365853658,0.0,-0.5288497749430112,-0.47376667403882555
0,0.0,0.3384065429359227,0.6612882653061225,0.0,0.8500000000000001,0.0,-0.5048612484173289,-0.47512991940222715
0,0.24215070643642075,0.1358361658626608,0.09893751314958975,0.2758844044046302,0.08762886597938144,0.4837984447712861,16.320334879556423,16.696892784514468
0,0.12536443148688045,0.13997275201449505,0.9508360487051964,0.27696486460383274,0.9882352941176471,0.3571050110014929,26.72414401856363,26.963511336272802
0,0.20454545454545453,0.3338050796528508,0.6464285714285715,0.2598079262176223,0.8125,0.4177791054729511,-0.47866093427669654,-0.4146726974335819
0,0.0,0.33623015969439035,0.639030612244898,0.0,0.8,0.0,-0.47648444910981347,-0.38457767907755924
0,0.0,0.3196901535121237,0.5959432553509209,0.0,0.7317073170731707,0.0,-0.4688125861470951,-0.40615395952530253
0,0.0,0.31416522233793237,0.6196490791438527,0.0,0.7317073170731707,0.05050762722761054,-0.48074202029403423,-0.4145987265618616
0,0.0,0.29877161940686914,0.6029518950437318,0.0,0.7023809523809523,0.05050762722761054,-0.4761299422336216,-0.4010915076635886
0,0.15982142857142856,0.1246084568529424,0.5571142980641577,0.3014020413618401,0.5824508320726173,0.41980923189132574,12.778580499892964,12.698562465104517
0,0.2981859410430839,0.20317608868022274,0.13936556054782653,0.2698221651891929,0.10079575596816975,0.45750634909459714,7.347285838421769,7.410326485559956
0,0.07142857142857142,0.33543433744297285,0.6821550048590865,0.2578685007573908,0.8571428571428571,0.05050762722761054,-0.522043600650623,-0.503184241346669
0,0.25924744897959184,0.20402576819588344,0.1346906687203183,0.2764792948938213,0.1069182389937107,0.4730591234333827,10.204009568645501,10.356983250054824
0,0.2829313543599258,0.17725825492871122,0.14685282715236633,0.31124097392543243,0.12186379928315413,0.4688397986747503,6.851201958150014,7.016777204204509
0,0.09183673469387756,0.3280871057373481,0.6600920856147336,0.2891644084559841,0.8292682926829269,0.05050762722761054,-0.4962753737871317,-0.4529081321786128
0,0.0,0.3322064459187292,0.6525510204081633,0.0,0.8250000000000001,0.05050762722761054,-0.4947532097366727,-0.44172079826641486
0,0.0,0.3198685462988962,0.6294176207068193,0.0,0.7804878048780488,0.0,-0.48824476322115595,-0.44102160833030934
0,0.0,0.3223322798629243,0.6139668367346939,0.0,0.7250000000000001,0.0,-0.4983841628954062,-0.4482096837182157
0,0.0,0.31045211979797277,0.5951343952215032,0.0,0.7073170731707317,0.0,-0.49576731208173497,-0.4419058632357977
0,0.2705582232893157,0.20237187150877428,0.12657214048410062,0.2831897968016646,0.08430232558139535,0.49396863771852767,9.06874036682978,9.07490923373022
0,0.0,0.2808148944471351,0.6079324586977648,0.0,0.6904761904761905,0.0,-0.4770923343177276,-0.42671443428944267
0,0.0,0.2838635482310143,0.5900510204081633,0.0,0.675,0.0,-0.46863809201371875,-0.4144752651982877
0,0.0,0.2555718725020311,0.6220930232558138,0.0,0.6976744186046512,0.05050762722761054,-0.45474725428742113,-0.397056710693795
0,0.0,0.20923674161774689,0.630414410662224,0.0,0.6938775510204082,0.0,-0.36753613724096956,-0.35984550489657874
0,0.0,0.2343432613250595,0.6038799240626485,0.0,0.6744186046511628,0.05050762722761054,-0.43219305582679723,-0.35186529351611284
0,0.0,0.213433883856902,0.6607142857142857,0.0,0.7234042553191489,0.0,-0.35010740718194366,-0.312625453308665
0,0.0,0.2019489310187112,0.6605102040816325,0.0,0.72,0.0,-0.3275417146368351,-0.2620278193017116
0,0.45085034013605446,0.18436726586248386,0.13398526077097506,0.32067944748028054,0.07555555555555556,0.40761167239794316,5.841128636363017,6.0003758158503935
0,0.14880952380952378,0.2129199136013753,0.6564795918367348,0.24825334711441358,0.72,0.0,-0.39368972217891063,-0.304120863931431
0,0.0,0.2420311315636471,0.6239144594007815,0.0,0.7234042553191489,0.05050762722761055,-0.5768928066887935,-0.3057048791632222
0,0.0,0.26177760555515156,0.6128549245785271,0.0,0.7173913043478262,0.0,-0.6031204461379467,-0.32155346413723507
0,0.0,0.2722261143836773,0.6107251411202779,0.0,0.7234042553191489,0.0,-0.6394657638999441,-0.39584900623869945
0,0.0,0.27249048443176593,0.610429748822606,0.0,0.75,0.0,-0.6469727504102956,-0.4432283161429944
0,0.0,0.29214880875598237,0.6112244897959184,0.0,0.76,0.0,-0.7229099795878242,-0.5362921549667483
0,0.22820037105751387,0.15713128310432445,0.13235871271585553,0.32076900738121505,0.12179487179487179,0.46932086268942247,11.182779459363497,11.463923796116418
0,0.1369047619047619,0.2970099194982624,0.6114119117034568,0.22920783556427124,0.7755102040816326,0.0,-0.837252938045272,-0.7776087163176291
0,0.0,0.2916418783023128,0.6107351103706788,0.0,0.7551020408163265,0.05050762722761054,-0.8354610530585918,-0.8166607334645772
0,0.0,0.2912862413191121,0.5727854971775944,0.0,0.7021276595744681,0.05050762722761054,-0.8661995924281314,-0.8440032239620274
0,0.0,0.29567448926998086,0.5648191094619666,0.0,0.6590909090909092,0.0,-0.9014449615714137,-0.8138988232914537
0,0.0,0.28065406597719667,0.5743197278911565,0.0,0.6444444444444445,0.0,-0.8834600023321562,-0.8313347546602987
0,0.0,0.27049445017478396,0.5499433106575964,0.0,0.6,0.07133717206748923,-0.834832793791747,-0.8793901024052246
0,0.0,0.29838520007112185,0.5116071428571429,0.0,0.55,0.05050762722761054,-0.8388318105363899,-0.7728126974771827
0,0.0,0.2889593984882024,0.5220881035340966,0.0,0.5365853658536586,0.05050762722761054,-0.8148030565322197,-0.7945979134968941
0,0.0,0.27274724045799686,0.5517161410018553,0.0,0.5681818181818182,0.0,-0.7865238424073286,-0.762660707618017
0,0.0,0.2920016286677361,0.5271501457725947,0.0,0.5476190476190476,0.0,-0.8085944557625071,-0.7223414620682145
0,0.0,0.29378926976408787,0.5276967930029154,0.0,0.5476190476190476,0.05050762722761054,-0.829861207315088,-0.7716102643787672
0,0.0,0.2897972245511834,0.568046986236355,0.0,0.5813953488372092,0.07133717206748923,-0.8350051297058165,-0.8094971478655921
0,0.0,0.2899073298223482,0.5564784053156147,0.0,0.5930232558139534,0.05050762722761055,-0.8380586027714383,-0.8357405702394134
0,0.0,0.28134697455751173,0.5820384972170687,0.0,0.6363636363636364,0.0,-0.7886866208198757,-0.8322751214321382
0,0.0,0.2965585097812671,0.5963165754106521,0.0,0.6829268292682927,0.05050762722761054,-0.7206364119620661,-0.7977088019679499
0,0.0,0.2937880106634904,0.5977476356396216,0.0,0.6829268292682926,0.0,-0.6623457373496962,-0.7140053834515712
0,0.0,0.2922836348336241,0.6414883026381285,0.0,0.7560975609756098,0.07133717206748923,-0.5745091264786852,-0.664064781749159
0,0.0,0.29215262950487736,0.6503188775510205,0.0,0.775,0.07133717206748923,-0.5264043530023637,-0.5287123398188145
0,0.0,0.2970634105799978,0.6716378859236002,0.0,0.7948717948717949,0.0,-0.47231725075368125,-0.36055864407788896
0,0.0,0.30134186789258044,0.6863553113553114,0.0,0.8205128205128205,0.0,-0.4310417508339417,-0.27941947709791304
0,0.0,0.3234557166586535,0.6850523993381136,0.0,0.8378378378378379,0.0,-0.4049260006449602,-0.15556117319524043
0,0.0,0.32770554921121636,0.6831364124597207,0.0,0.8421052631578947,0.05050762722761054,-0.3829350051142195,-0.17245832659478433
